date,day_of_week,instrument,expiry_week,entry_time,exit_time,entry_price,exit_price,direction,move_pts,pnl_pts,pnl_inr_1lot,result,score,signal_count,sig_oi_quadrant,sig_futures_basis,sig_pcr,sig_oi_velocity,sig_strike_defense,sig_fii_signature,pcr_value,spot_price,call_wall,put_wall,dte,regime_5d_ret_pct,extreme_regime,has_live_oi,fii_fut_level,fii_cash_lag1,notes
2026-04-13,Monday,NIFTY-FUT-NSE,False,2026-04-13 09:15:00,2026-04-13 15:29:00,23740.0,23850.0,NO_TRADE,110.0,,,,-0.2471,5,1,-1,-1,0,1,-1,1.129,24050.6,25000,23000,1,4.71,False,True,-1,1,"long_buildup p=+2 oi=+351 | backwardation fut=23740 spot=24051 basis=-1.31% | bearish_pcr pcr=1.13 ma=1.14 | velocity_short_suppressed_backwardation basis=-1.29% atm_net_vel=-6.9 ce=120.6 pe=113.7 | lower_range_bullish ltp=23740 call=25000 put=23000 pos=0.37 | FII_SHORT [fut_level=SHORT, cash=BUY, oi_velocity_convergence=-4.3]"
2026-04-15,Wednesday,NIFTY-FUT-NSE,False,2026-04-15 09:15:00,2026-04-15 15:29:00,24210.0,24225.0,SHORT,15.0,-15.0,-375.0,LOSS,-0.3079,6,-1,1,-1,-1,1,-1,1.172,23842.65,25000,23800,6,3.11,False,True,-1,-1,"long_unwind p=-5 oi=-246 | contango fut=24210 spot=23843 basis=+1.41% | bearish_pcr pcr=1.17 ma=1.13 | call_writing_dominant atm_net_vel=-71.6 ce=189.1 pe=117.5 | lower_range_bullish ltp=24210 call=25000 put=23800 pos=0.34 | FII_SHORT [fut_level=SHORT, cash=SELL, oi_velocity_convergence=-81.8]"
2026-04-16,Thursday,NIFTY-FUT-NSE,False,2026-04-16 09:15:00,2026-04-16 15:29:00,24342.1,24186.3,SHORT,-155.8,155.8,3895.0,WIN,-0.4243,6,-1,1,-1,-1,-1,-1,1.125,24231.3,25000,23000,5,0.97,False,True,-1,1,"short_buildup p=-8 oi=+263 | contango fut=24342 spot=24231 basis=+0.35% | bearish_pcr pcr=1.12 ma=1.11 | call_writing_dominant atm_net_vel=-68.9 ce=196.8 pe=127.9 | upper_range_bearish ltp=24342 call=25000 put=23000 pos=0.67 | FII_SHORT [fut_level=SHORT, cash=BUY, oi_velocity_convergence=-82.9]"
2026-04-17,Friday,NIFTY-FUT-NSE,False,2026-04-17 09:15:00,2026-04-17 15:29:00,24160.0,24394.0,NO_TRADE,234.0,,,,-0.202,3,1,-1,0,0,0,-1,0.982,24196.75,25000,23000,4,1.77,False,True,-1,1,"long_buildup p=+26 oi=+122 | backwardation fut=24160 spot=24197 basis=-0.24% | neutral_pcr pcr=0.98 ma=1.08 | velocity_short_suppressed_backwardation basis=-0.15% atm_net_vel=-185.3 ce=980.7 pe=795.4 | mid_range ltp=24160 call=25000 put=23000 pos=0.58 | FII_SHORT [fut_level=SHORT, cash=BUY, oi_velocity_convergence=-214.8]"
2026-04-20,Monday,NIFTY-FUT-NSE,False,2026-04-20 09:15:00,2026-04-20 15:29:00,24425.0,24312.0,SHORT,-113.0,113.0,2825.0,WIN,-0.3765,5,-1,1,0,-1,-1,-1,1.095,24353.55,25000,23000,1,1.26,False,True,-1,1,"short_buildup p=-1 oi=+596 | contango fut=24425 spot=24354 basis=+0.27% | neutral_pcr pcr=1.09 ma=1.10 | call_writing_dominant atm_net_vel=-109.5 ce=1051.8 pe=942.3 | upper_range_bearish ltp=24425 call=25000 put=23000 pos=0.71 | FII_SHORT [fut_level=SHORT, cash=BUY, oi_velocity_convergence=-182.1]"
2026-04-21,Tuesday,NIFTY-FUT-NSE,True,2026-04-21 09:15:00,2026-04-21 15:29:00,24366.2,24585.5,NO_TRADE,219.3,,,,0.2749,5,1,0,-1,1,-1,1,1.134,24364.85,25000,23000,1,2.19,False,True,-1,1,"short_cover p=+0 oi=-285 | neutral fut=24366 spot=24365 basis=-0.02% | bearish_pcr pcr=1.13 ma=1.10 | put_writing_dominant atm_net_vel=346.9 ce=1594.2 pe=1941.1 | upper_range_bearish ltp=24366 call=25000 put=23000 pos=0.68 | FII_LONG [fut_level=SHORT, cash=BUY, oi_velocity_convergence=418.3]"
2026-04-22,Wednesday,NIFTY-FUT-NSE,False,2026-04-22 09:15:00,2026-04-22 15:29:00,24450.0,24385.0,SHORT,-65.0,65.0,1625.0,WIN,-0.4315,5,1,-1,-1,0,-1,-1,1.349,24576.6,24600,24000,6,1.43,False,True,-1,0,"long_buildup p=+0 oi=+174 | backwardation fut=24450 spot=24577 basis=-0.65% | bearish_pcr pcr=1.35 ma=1.14 | velocity_short_suppressed_backwardation basis=-0.52% atm_net_vel=-82.1 ce=225.4 pe=143.3 | upper_range_bearish ltp=24450 call=24600 put=24000 pos=0.75 | FII_SHORT [fut_level=SHORT, oi_velocity_convergence=-92.7]"
2026-04-23,Thursday,NIFTY-FUT-NSE,False,2026-04-23 09:15:00,2026-04-23 15:29:00,24180.0,24166.0,SHORT,-14.0,14.0,350.0,WIN,-0.3296,3,1,-1,0,0,0,-1,1.017,24378.1,25000,23000,5,0.75,False,True,-1,-1,"short_cover p=+6 oi=-683 | backwardation fut=24180 spot=24378 basis=-0.92% | neutral_pcr pcr=1.02 ma=1.12 | velocity_short_suppressed_backwardation basis=-0.81% atm_net_vel=-36.1 ce=675.1 pe=639.0 | mid_range ltp=24180 call=25000 put=23000 pos=0.59 | FII_SHORT [fut_level=SHORT, cash=SELL, oi_velocity_convergence=27.0]"
2026-04-24,Friday,NIFTY-FUT-NSE,False,2026-04-24 09:15:00,2026-04-24 15:29:00,24170.0,23935.0,NO_TRADE,-235.0,,,,-0.1535,3,1,-1,0,0,0,-1,0.923,24173.05,25000,23000,4,-0.74,False,True,-1,-1,"long_buildup p=+3 oi=+202 | backwardation fut=24170 spot=24173 basis=-0.10% | neutral_pcr pcr=0.92 ma=1.10 | velocity_short_suppressed_backwardation basis=-0.01% atm_net_vel=-374.3 ce=1130.0 pe=755.7 | mid_range ltp=24170 call=25000 put=23000 pos=0.58 | FII_SHORT [fut_level=SHORT, cash=SELL, oi_velocity_convergence=-413.8]"
2026-04-27,Monday,NIFTY-FUT-NSE,False,2026-04-27 09:15:00,2026-04-27 15:29:00,24035.0,24127.0,NO_TRADE,92.0,,,,-0.0597,5,1,1,1,-1,0,-1,0.784,23897.95,25000,23000,1,-1.92,False,True,-1,-1,"short_cover p=+8 oi=-1990 | contango fut=24035 spot=23898 basis=+0.55% | bullish_pcr pcr=0.78 ma=1.04 | call_writing_dominant atm_net_vel=-437.3 ce=1339.1 pe=901.8 | mid_range ltp=24035 call=25000 put=23000 pos=0.52 | FII_SHORT [fut_level=SHORT, cash=SELL, oi_velocity_convergence=-432.5]"
2026-04-28,Tuesday,NIFTY-FUT-NSE,True,2026-04-28 09:15:00,2026-04-28 15:29:00,24048.7,23995.0,NO_TRADE,-53.7,,,,0.2612,5,1,-1,0,1,1,-1,0.997,24092.7,25000,24000,1,-1.97,False,True,-1,-1,"short_cover p=+1 oi=-205 | backwardation fut=24049 spot=24093 basis=-0.20% | neutral_pcr pcr=1.00 ma=1.01 | put_writing_dominant atm_net_vel=178.2 ce=1552.2 pe=1730.4 | near_put_wall ltp=24049 call=25000 put=24000 pos=0.05 | FII_SHORT [fut_level=SHORT, cash=SELL, oi_velocity_convergence=382.9]"
2026-04-29,Wednesday,NIFTY-FUT-NSE,False,2026-04-29 09:15:00,2026-04-29 15:29:00,24137.5,24232.0,NO_TRADE,94.5,,,,0.0933,5,-1,1,1,0,1,-1,0.875,23995.7,25000,24000,6,-1.57,False,False,-1,-1,"long_unwind p=-23 oi=-126 | contango fut=24138 spot=23996 basis=+0.46% | bullish_pcr pcr=0.88 ma=0.92 | no velocity data | near_put_wall ltp=24138 call=25000 put=24000 pos=0.14 | FII_SHORT [fut_level=SHORT, cash=SELL]"
2026-04-30,Thursday,NIFTY-FUT-NSE,False,2026-04-30 09:15:00,2026-04-30 15:29:00,24072.0,24136.7,NO_TRADE,64.7,,,,-0.0898,4,1,-1,0,0,1,-1,1.041,24177.65,25000,24000,5,0.02,False,False,-1,-1,"long_buildup p=+20 oi=+145 | backwardation fut=24072 spot=24178 basis=-0.55% | neutral_pcr pcr=1.04 ma=0.92 | no velocity data | near_put_wall ltp=24072 call=25000 put=24000 pos=0.07 | FII_SHORT [fut_level=SHORT, cash=SELL]"
